date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:46:14	7330/7330	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Apr%202022%2007:32:25%20GMT	https://badkid.club/wp-content/plugins/sticky-header-effects-for-elementor/assets/js/she-header.js?ver=1.4.7	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/sticky-header-effects-for-elementor/assets/js/she-header6dbf.js	(from https://badkid.club/)
23:46:19	280909/280909	---MCZ	200	added ('OK')	application/json	etag:W/%22326-1652741177;;;%22	https://badkid.club/wp-json/	C:/My%20Web%20Sites/bad/badkid.club/wp-json/index.html	(from https://badkid.club/)
23:46:21	780/780	---M-Z	200	added ('OK')	text/xml	date:Mon,%2016%20May%202022%2022:46:21%20GMT	https://badkid.club/xmlrpc.php?rsd	C:/My%20Web%20Sites/bad/badkid.club/xmlrpc0db0.php	(from https://badkid.club/)
23:46:21	270585/270585	---MCZ	200	added ('OK')	application/json	etag:W/%22327-1652741180;;;%22	https://badkid.club/wp-json/wp/v2/pages/4978	C:/My%20Web%20Sites/bad/badkid.club/wp-json/wp/v2/pages/4978.json	(from https://badkid.club/)
23:46:21	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Fri,%2018%20Feb%202022%2006:51:31%20GMT	https://badkid.club/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/bad/badkid.club/wp-includes/wlwmanifest.xml	(from https://badkid.club/)
23:46:22	2264/2264	---MCZ	200	added ('OK')	application/json	etag:W/%22328-1652741182;;;%22	https://badkid.club/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbadkid.club%2F	C:/My%20Web%20Sites/bad/badkid.club/wp-json/oembed/1.0/embed870f.json	(from https://badkid.club/)
23:46:23	2337/2337	---M-Z	200	added ('OK')	text/xml	etag:%22329-1652741183;gz%22	https://badkid.club/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbadkid.club%2F&format=xml	C:/My%20Web%20Sites/bad/badkid.club/wp-json/oembed/1.0/embedbffd	(from https://badkid.club/)
23:46:23	843/843	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Feb%202022%2008:59:43%20GMT	https://badkid.club/wp-content/uploads/2022/02/cropped-BKC-black-16x16-1-32x32.png	C:/My%20Web%20Sites/bad/badkid.club/wp-content/uploads/2022/02/cropped-BKC-black-16x16-1-32x32.png	(from https://badkid.club/)
23:46:24	8942/8942	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Feb%202022%2008:59:47%20GMT	https://badkid.club/wp-content/uploads/2022/02/cropped-BKC-black-16x16-1-192x192.png	C:/My%20Web%20Sites/bad/badkid.club/wp-content/uploads/2022/02/cropped-BKC-black-16x16-1-192x192.png	(from https://badkid.club/)
23:46:24	8275/8275	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Feb%202022%2008:59:48%20GMT	https://badkid.club/wp-content/uploads/2022/02/cropped-BKC-black-16x16-1-180x180.png	C:/My%20Web%20Sites/bad/badkid.club/wp-content/uploads/2022/02/cropped-BKC-black-16x16-1-180x180.png	(from https://badkid.club/)
23:46:25	6609/6609	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Apr%202022%2006:38:35%20GMT	https://badkid.club/wp-content/uploads/2022/04/BKC-colour100-100white-border.png	C:/My%20Web%20Sites/bad/badkid.club/wp-content/uploads/2022/04/BKC-colour100-100white-border.png	(from https://badkid.club/)
23:46:28	707/707	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2022:46:26%20GMT	http://badkid.club/wp-content/uploads/2022/04/banner-1.png	C:/My%20Web%20Sites/bad/badkid.club/wp-content/uploads/2022/04/banner-1.34.delayed	(from https://badkid.club/)
23:46:28	176899/176899	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Apr%202022%2007:17:49%20GMT	https://badkid.club/wp-content/uploads/2022/04/x1-.png	C:/My%20Web%20Sites/bad/badkid.club/wp-content/uploads/2022/04/x1-.png	(from https://badkid.club/)
23:46:28	174102/174102	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Apr%202022%2007:17:54%20GMT	https://badkid.club/wp-content/uploads/2022/04/x2-.png	C:/My%20Web%20Sites/bad/badkid.club/wp-content/uploads/2022/04/x2-.png	(from https://badkid.club/)
23:46:29	707/707	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2022:46:29%20GMT	https://badkid.club/wp-content/uploads/2022/04/banner-1.png	C:/My%20Web%20Sites/bad/badkid.club/wp-content/uploads/2022/04/banner-1.35.delayed	(from https://badkid.club/)
23:46:29	22116/22116	---M--	200	added ('OK')	image/jpeg	date:Sun,%2024%20Apr%202022%2009:08:25%20GMT	https://badkid.club/wp-content/uploads/2022/04/17-300x300.jpg	C:/My%20Web%20Sites/bad/badkid.club/wp-content/uploads/2022/04/17-300x300.jpg	(from https://badkid.club/)
23:46:29	23169/23169	---M--	200	added ('OK')	image/jpeg	date:Sun,%2024%20Apr%202022%2009:08:30%20GMT	https://badkid.club/wp-content/uploads/2022/04/18-300x300.jpg	C:/My%20Web%20Sites/bad/badkid.club/wp-content/uploads/2022/04/18-300x300.jpg	(from https://badkid.club/)
23:46:30	22766/22766	---M--	200	added ('OK')	image/jpeg	date:Sun,%2024%20Apr%202022%2009:08:35%20GMT	https://badkid.club/wp-content/uploads/2022/04/19-300x300.jpg	C:/My%20Web%20Sites/bad/badkid.club/wp-content/uploads/2022/04/19-300x300.jpg	(from https://badkid.club/)
23:46:30	25045/25045	---M--	200	added ('OK')	image/jpeg	date:Sun,%2024%20Apr%202022%2009:08:39%20GMT	https://badkid.club/wp-content/uploads/2022/04/20-300x300.jpg	C:/My%20Web%20Sites/bad/badkid.club/wp-content/uploads/2022/04/20-300x300.jpg	(from https://badkid.club/)
23:46:32	242481/242481	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Feb%202022%2003:06:44%20GMT	https://badkid.club/wp-content/uploads/2022/02/11.png	C:/My%20Web%20Sites/bad/badkid.club/wp-content/uploads/2022/02/11.png	(from https://badkid.club/)
23:46:34	96001/96001	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Apr%202022%2001:30:50%20GMT	https://badkid.club/wp-content/uploads/2022/04/303-removebg-previewflip.png	C:/My%20Web%20Sites/bad/badkid.club/wp-content/uploads/2022/04/303-removebg-previewflip.png	(from https://badkid.club/)
23:46:34	170108/170108	---M--	200	added ('OK')	image/jpeg	date:Thu,%2007%20Apr%202022%2013:03:55%20GMT	https://badkid.club/wp-content/uploads/2022/04/5641-1024x1024.jpg	C:/My%20Web%20Sites/bad/badkid.club/wp-content/uploads/2022/04/5641-1024x1024.jpg	(from https://badkid.club/)
23:46:34	244697/244697	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Feb%202022%2003:07:12%20GMT	https://badkid.club/wp-content/uploads/2022/02/2.png	C:/My%20Web%20Sites/bad/badkid.club/wp-content/uploads/2022/02/2.png	(from https://badkid.club/)
23:46:35	99870/99870	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Apr%202022%2001:23:52%20GMT	https://badkid.club/wp-content/uploads/2022/04/301-removebg-preview.png	C:/My%20Web%20Sites/bad/badkid.club/wp-content/uploads/2022/04/301-removebg-preview.png	(from https://badkid.club/)
23:46:35	2328/2328	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20Apr%202022%2005:46:37%20GMT	https://badkid.club/wp-content/plugins/timeline-widget-addon-for-elementor/assets/css/twae-fontello.css?ver=1.3.4	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/timeline-widget-addon-for-elementor/assets/css/twae-fontelloc412.css	(from https://badkid.club/)
23:46:35	59344/59344	---M-Z	200	added ('OK')	text/css	date:Tue,%2029%20Mar%202022%2008:22:23%20GMT	https://badkid.club/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.9.5	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min55fe.css	(from https://badkid.club/)
23:46:36	8110/8110	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20Apr%202022%2005:46:37%20GMT	https://badkid.club/wp-content/plugins/timeline-widget-addon-for-elementor/assets/css/twae-centered-timeline.min.css?ver=1.3.4	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/timeline-widget-addon-for-elementor/assets/css/twae-centered-timeline.minc412.css	(from https://badkid.club/)
23:46:36	2695/2695	---M-Z	200	added ('OK')	text/css	date:Tue,%2012%20Apr%202022%2005:46:37%20GMT	https://badkid.club/wp-content/plugins/timeline-widget-addon-for-elementor/assets/css/twae-colors-typography.min.css?ver=1.3.4	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/timeline-widget-addon-for-elementor/assets/css/twae-colors-typography.minc412.css	(from https://badkid.club/)
23:46:37	18468/18468	---M-Z	200	added ('OK')	text/css	date:Tue,%2029%20Mar%202022%2008:22:22%20GMT	https://badkid.club/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.6.1	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementor/assets/lib/animations/animations.mina7a0.css	(from https://badkid.club/)
23:46:37	9903/9903	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Apr%202022%2011:07:18%20GMT	https://badkid.club/wp-content/plugins/ba-plus-before-after-image-slider-free/js/ba-plus.min.js?ver=1.0.3	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/ba-plus-before-after-image-slider-free/js/ba-plus.min4bf4.js	(from https://badkid.club/)
23:46:37	16278/16278	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2018%20Feb%202022%2006:51:28%20GMT	https://badkid.club/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=3.7.7	C:/My%20Web%20Sites/bad/badkid.club/wp-content/themes/astra/assets/js/minified/frontend.minac9e.js	(from https://badkid.club/)
23:46:38	14530/14530	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Apr%202022%2009:54:05%20GMT	https://badkid.club/wp-content/plugins/before-after-image-comparison-slider-for-elementor//assets/js/jquery.event.move.js?ver=1.0.0	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/before-after-image-comparison-slider-for-elementor/assets/js/jquery.event.move8a54.js	(from https://badkid.club/)
23:46:38	5965/5965	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Apr%202022%2009:54:05%20GMT	https://badkid.club/wp-content/plugins/before-after-image-comparison-slider-for-elementor//assets/js/jquery.twentytwenty.js?ver=1.0.0	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/before-after-image-comparison-slider-for-elementor/assets/js/jquery.twentytwenty8a54.js	(from https://badkid.club/)
23:46:38	1152/1152	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Apr%202022%2009:54:05%20GMT	https://badkid.club/wp-content/plugins/before-after-image-comparison-slider-for-elementor//assets/js/main.js?ver=1.0.0	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/before-after-image-comparison-slider-for-elementor/assets/js/main8a54.js	(from https://badkid.club/)
23:46:39	6099/6099	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Apr%202022%2005:34:03%20GMT	https://badkid.club/wp-content/plugins/post-timeline/public/js/mp.mansory.js?ver=2.1.9	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/post-timeline/public/js/mp.mansory6c17.js	(from https://badkid.club/)
23:46:39	16469/16469	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Apr%202022%2005:34:03%20GMT	https://badkid.club/wp-content/plugins/post-timeline/public/js/ptl-anim.js?ver=2.1.9	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/post-timeline/public/js/ptl-anim6c17.js	(from https://badkid.club/)
23:46:39	20639/20639	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Apr%202022%2005:34:03%20GMT	https://badkid.club/wp-content/plugins/post-timeline/public/js/smooth-scroll.js?ver=2.1.9	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/post-timeline/public/js/smooth-scroll6c17.js	(from https://badkid.club/)
23:46:40	91387/91387	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Apr%202022%2005:34:03%20GMT	https://badkid.club/wp-content/plugins/post-timeline/public/js/slick.js?ver=2.1.9	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/post-timeline/public/js/slick6c17.js	(from https://badkid.club/)
23:46:41	37045/37045	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2025%20Jan%202021%2022:04:00%20GMT	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/js/bootstrap.min.js?ver=2.1.9	C:/My%20Web%20Sites/bad/maxcdn.bootstrapcdn.com/bootstrap/3.3.7/js/bootstrap.min6c17.js	(from https://badkid.club/)
23:46:41	42071/42071	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Apr%202022%2005:34:03%20GMT	https://badkid.club/wp-content/plugins/post-timeline/public/js/post-timeline.js?ver=2.1.9	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/post-timeline/public/js/post-timeline6c17.js	(from https://badkid.club/)
23:46:41	2466/2466	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Apr%202022%2009:58:55%20GMT	https://badkid.club/wp-content/plugins/twenty20/assets/js/jquery.twenty20.js?ver=1.5.8	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/twenty20/assets/js/jquery.twenty200322.js	(from https://badkid.club/)
23:46:42	5421/5421	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Apr%202022%2009:58:55%20GMT	https://badkid.club/wp-content/plugins/twenty20/assets/js/jquery.event.move.js?ver=1.5.8	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/twenty20/assets/js/jquery.event.move0322.js	(from https://badkid.club/)
23:46:42	40/40	---M--	200	added ('OK')	application/javascript	date:Tue,%2012%20Apr%202022%2007:35:12%20GMT	https://badkid.club/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js?ver=2.5.5	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script4468.js	(from https://badkid.club/)
23:46:43	146524/146524	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Apr%202022%2007:35:12%20GMT	https://badkid.club/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=2.5.5	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts4468.js	(from https://badkid.club/)
23:46:43	17234/17234	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Apr%202022%2007:32:12%20GMT	https://badkid.club/wp-content/plugins/q2w3-fixed-widget/js/frontend.min.js?ver=6.0.6	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/q2w3-fixed-widget/js/frontend.minfc7a.js	(from https://badkid.club/)
23:46:43	25202/25202	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2018%20Feb%202022%2006:51:25%20GMT	https://badkid.club/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.0.1	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.minf269.js	(from https://badkid.club/)
23:46:44	4965/4965	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2018%20Feb%202022%2006:51:25%20GMT	https://badkid.club/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.5.2	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min49eb.js	(from https://badkid.club/)
23:46:44	4960/4960	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Mar%202022%2008:22:22%20GMT	https://badkid.club/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.6.1	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementor/assets/js/webpack.runtime.mina7a0.js	(from https://badkid.club/)
23:46:44	14277/14277	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Mar%202022%2008:22:22%20GMT	https://badkid.club/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.6.1	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementor/assets/js/frontend-modules.mina7a0.js	(from https://badkid.club/)
23:46:45	20293/20293	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2018%20Feb%202022%2006:51:25%20GMT	https://badkid.club/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.5.2	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementor-pro/assets/js/frontend.min49eb.js	(from https://badkid.club/)
23:46:45	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Mar%202022%2008:22:23%20GMT	https://badkid.club/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://badkid.club/)
23:46:45	20714/20714	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2022%20Feb%202022%2015:47:33%20GMT	https://badkid.club/wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	C:/My%20Web%20Sites/bad/badkid.club/wp-includes/js/jquery/ui/core.min0028.js	(from https://badkid.club/)
23:46:45	139153/139153	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Mar%202022%2008:22:22%20GMT	https://badkid.club/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://badkid.club/)
23:46:46	2578/2578	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Mar%202022%2008:22:22%20GMT	https://badkid.club/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.6.1	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementor/assets/lib/share-link/share-link.mina7a0.js	(from https://badkid.club/)
23:46:46	10682/10682	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Mar%202022%2008:22:22%20GMT	https://badkid.club/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.9.0	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementor/assets/lib/dialog/dialog.mind227.js	(from https://badkid.club/)
23:46:47	37674/37674	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Mar%202022%2008:22:22%20GMT	https://badkid.club/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.6.1	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementor/assets/js/frontend.mina7a0.js	(from https://badkid.club/)
23:46:47	129182/129182	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2018%20Feb%202022%2006:51:25%20GMT	https://badkid.club/wp-content/plugins/elementor-pro/assets/js/preloaded-elements-handlers.min.js?ver=3.5.2	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementor-pro/assets/js/preloaded-elements-handlers.min49eb.js	(from https://badkid.club/)
23:46:47	810/810	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Apr%202022%2007:35:12%20GMT	https://badkid.club/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.js?ver=2.5.5	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle4468.js	(from https://badkid.club/)
23:46:47	17062/17062	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2012%20Apr%202022%2007:35:12%20GMT	https://badkid.club/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor.js?ver=2.5.5	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor4468.js	(from https://badkid.club/)
23:46:48	43392/43392	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Mar%202022%2008:22:22%20GMT	https://badkid.club/wp-content/plugins/elementor/assets/js/preloaded-modules.min.js?ver=3.6.1	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementor/assets/js/preloaded-modules.mina7a0.js	(from https://badkid.club/)
23:46:48	6595/6595	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2018%20Feb%202022%2006:51:25%20GMT	https://badkid.club/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.5.2	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min49eb.js	(from https://badkid.club/)
23:46:50	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2021%20Apr%202022%2005:34:03%20GMT	https://badkid.club/wp-content/plugins/post-timeline/public/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/post-timeline/public/fonts/glyphicons-halflings-regular.eot	(from https://badkid.club/wp-content/plugins/post-timeline/public/css/bootstrap.min.css?ver=2.1.9)
23:46:50	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2021%20Apr%202022%2005:34:03%20GMT	https://badkid.club/wp-content/plugins/post-timeline/public/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/post-timeline/public/fonts/glyphicons-halflings-regulard41d.eot	(from https://badkid.club/wp-content/plugins/post-timeline/public/css/bootstrap.min.css?ver=2.1.9)
23:46:51	18028/18028	---M--	200	added ('OK')	font/woff2	date:Thu,%2021%20Apr%202022%2005:34:03%20GMT	https://badkid.club/wp-content/plugins/post-timeline/public/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/post-timeline/public/fonts/glyphicons-halflings-regular.woff2	(from https://badkid.club/wp-content/plugins/post-timeline/public/css/bootstrap.min.css?ver=2.1.9)
23:46:52	23424/23424	---M--	200	added ('OK')	font/woff	date:Thu,%2021%20Apr%202022%2005:34:03%20GMT	https://badkid.club/wp-content/plugins/post-timeline/public/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/post-timeline/public/fonts/glyphicons-halflings-regular.woff	(from https://badkid.club/wp-content/plugins/post-timeline/public/css/bootstrap.min.css?ver=2.1.9)
23:46:53	45404/45404	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2021%20Apr%202022%2005:34:03%20GMT	https://badkid.club/wp-content/plugins/post-timeline/public/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/post-timeline/public/fonts/glyphicons-halflings-regular.ttf	(from https://badkid.club/wp-content/plugins/post-timeline/public/css/bootstrap.min.css?ver=2.1.9)
23:46:54	108738/108738	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2021%20Apr%202022%2005:34:03%20GMT	https://badkid.club/wp-content/plugins/post-timeline/public/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/post-timeline/public/fonts/glyphicons-halflings-regular.svg	(from https://badkid.club/wp-content/plugins/post-timeline/public/css/bootstrap.min.css?ver=2.1.9)
23:46:56	442864/442864	---M--	200	added ('OK')	font/woff	date:Tue,%2012%20Apr%202022%2007:35:11%20GMT	https://badkid.club/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/fonts/elementskit.woff?y24e1e	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/fonts/elementskit97ac.woff	(from https://badkid.club/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=2.5.5)
23:46:56	210192/210192	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2029%20Mar%202022%2008:22:22%20GMT	https://badkid.club/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.15.0	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.eot	(from https://badkid.club/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
23:46:57	92444/92444	---M--	200	added ('OK')	font/woff2	date:Tue,%2029%20Mar%202022%2008:22:22%20GMT	https://badkid.club/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.15.0	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.woff2	(from https://badkid.club/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
23:46:57	113372/113372	---M--	200	added ('OK')	font/woff	date:Tue,%2029%20Mar%202022%2008:22:22%20GMT	https://badkid.club/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.15.0	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.woff	(from https://badkid.club/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
23:46:57	210032/210032	---MCZ	200	added ('OK')	font/ttf	date:Tue,%2029%20Mar%202022%2008:22:22%20GMT	https://badkid.club/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.15.0	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.ttf	(from https://badkid.club/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
23:46:58	316720/316720	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2029%20Mar%202022%2008:22:22%20GMT	https://badkid.club/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.15.0	C:/My%20Web%20Sites/bad/badkid.club/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.svg	(from https://badkid.club/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
23:47:01	707/707	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2022:47:00%20GMT	http://badkid.club/wp-content/uploads/2022/04/1920x1080.jpg	C:/My%20Web%20Sites/bad/badkid.club/wp-content/uploads/2022/04/1920x1080.72.delayed	(from https://badkid.club/wp-content/uploads/elementor/css/post-4978.css?ver=1652664956)
23:47:02	707/707	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2016%20May%202022%2022:47:02%20GMT	https://badkid.club/wp-content/uploads/2022/04/1920x1080.jpg	C:/My%20Web%20Sites/bad/badkid.club/wp-content/uploads/2022/04/1920x1080.jpg	(from https://badkid.club/wp-content/uploads/elementor/css/post-4978.css?ver=1652664956)
23:47:04	101572/101572	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Apr%202022%2002:19:28%20GMT	http://badkid.club/wp-content/uploads/2022/04/1920x1080background.jpg	C:/My%20Web%20Sites/bad/badkid.club/wp-content/uploads/2022/04/1920x1080background.jpg	(from https://badkid.club/wp-content/uploads/elementor/css/post-4978.css?ver=1652664956)
23:47:05	73716/73716	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20May%202022%2022:47:04%20GMT	https://badkid.club/wp-content/uploads/2022/04/rawpixel-799380-unsplash.jpg	C:/My%20Web%20Sites/bad/badkid.club/wp-content/uploads/2022/04/rawpixel-799380-unsplash.jpg	(from https://badkid.club/wp-content/uploads/elementor/css/post-4978.css?ver=1652664956)
